relative_prob_transmission,days_post_infection,proportion_transmission_abated,cumulative_transmission,cumulative_transmission_abated
0.009180641,19.65,1.79E-05,0.999419929,0.000580071
0.009140685,19.66,1.79E-05,0.999437782,0.000562218
0.00910087,19.67,1.78E-05,0.999455558,0.000544442
0.009061194,19.68,1.77E-05,0.999473255,0.000526745
0.009021658,19.69,1.76E-05,0.999490876,0.000509124
0.008982261,19.7,1.75E-05,0.999508419,0.000491581
0.008942824,19.71,1.75E-05,0.999525886,0.000474114
0.008903523,19.72,1.74E-05,0.999543275,0.000456725
0.008864359,19.73,1.73E-05,0.999560589,0.000439411
0.008825331,19.74,1.72E-05,0.999577826,0.000422174
0.008786439,19.75,1.72E-05,0.999594987,0.000405013
0.008747683,19.76,1.71E-05,0.999612072,0.000387928
0.008709062,19.77,1.70E-05,0.999629082,0.000370918
0.008670577,19.78,1.69E-05,0.999646017,0.000353983
0.008632228,19.79,1.69E-05,0.999662877,0.000337123
0.008594014,19.8,1.68E-05,0.999679662,0.000320338
0.00855576,19.81,1.67E-05,0.999696372,0.000303628
0.008517639,19.82,1.66E-05,0.999713009,0.000286991
0.00847965,19.83,1.66E-05,0.99972957,0.00027043
0.008441793,19.84,1.65E-05,0.999746058,0.000253942
0.008404068,19.85,1.64E-05,0.999762473,0.000237527
0.008366476,19.86,1.63E-05,0.999778813,0.000221187
0.008329015,19.87,1.63E-05,0.999795081,0.000204919
0.008291686,19.88,1.62E-05,0.999811276,0.000188724
0.008254489,19.89,1.61E-05,0.999827398,0.000172602
0.008217423,19.9,1.60E-05,0.999843448,0.000156552
0.008180317,19.91,1.60E-05,0.999859425,0.000140575
0.00814334,19.92,1.59E-05,0.99987533,0.00012467
0.008106492,19.93,1.58E-05,0.999891163,0.000108837
0.008069773,19.94,1.58E-05,0.999906924,9.31E-05
0.008033181,19.95,1.57E-05,0.999922614,7.74E-05
0.007996718,19.96,1.56E-05,0.999938233,6.18E-05
0.007960383,19.97,1.55E-05,0.99995378,4.62E-05
0.007924176,19.98,1.55E-05,0.999969257,3.07E-05
0.007888097,19.99,1.54E-05,0.999984664,1.53E-05
0.007852146,20,1.53E-05,1,0
