relative_prob_transmission,days_post_infection,proportion_transmission_abated,cumulative_transmission,cumulative_transmission_abated
0.246059164,9.86,0.000480586,0.85107712,0.14892288
0.245363707,9.87,0.000479227,0.851556348,0.148443652
0.244670039,9.88,0.000477872,0.85203422,0.14796578
0.243978165,9.89,0.000476521,0.852510741,0.147489259
0.243288086,9.9,0.000475173,0.852985915,0.147014085
0.242597626,9.91,0.000473825,0.853459739,0.146540261
0.241908927,9.92,0.00047248,0.853932219,0.146067781
0.241221993,9.93,0.000471138,0.854403357,0.145596643
0.240536827,9.94,0.0004698,0.854873157,0.145126843
0.23985343,9.95,0.000468465,0.855341622,0.144658378
0.239171806,9.96,0.000467134,0.855808755,0.144191245
0.238491956,9.97,0.000465806,0.856274561,0.143725439
0.237813884,9.98,0.000464482,0.856739043,0.143260957
0.237137591,9.99,0.000463161,0.857202203,0.142797797
0.23646308,10,0.000461843,0.857664047,0.142335953
0.235788222,10.01,0.000460525,0.858124572,0.141875428
0.235115113,10.02,0.00045921,0.858583782,0.141416218
0.234443755,10.03,0.000457899,0.859041681,0.140958319
0.233774149,10.04,0.000456591,0.859498273,0.140501727
0.2331063,10.05,0.000455287,0.85995356,0.14004644
0.232440207,10.06,0.000453986,0.860407546,0.139592454
0.231775875,10.07,0.000452688,0.860860234,0.139139766
0.231113303,10.08,0.000451394,0.861311629,0.138688371
0.230452496,10.09,0.000450104,0.861761732,0.138238268
0.229793454,10.1,0.000448817,0.862210549,0.137789451
0.229134099,10.11,0.000447529,0.862658078,0.137341922
0.228476478,10.12,0.000446244,0.863104322,0.136895678
0.227820591,10.13,0.000444963,0.863549285,0.136450715
0.227166441,10.14,0.000443686,0.863992971,0.136007029
0.22651403,10.15,0.000442411,0.864435382,0.135564618
0.225863359,10.16,0.000441141,0.864876523,0.135123477
0.225214431,10.17,0.000439873,0.865316396,0.134683604
0.224567248,10.18,0.000438609,0.865755005,0.134244995
0.22392181,10.19,0.000437348,0.866192354,0.133807646
0.22327812,10.2,0.000436091,0.866628445,0.133371555
0.222634149,10.21,0.000434834,0.867063278,0.132936722
0.221991893,10.22,0.000433579,0.867496858,0.132503142
0.221351354,10.23,0.000432328,0.867929186,0.132070814
0.220712534,10.24,0.00043108,0.868360266,0.131639734
0.220075435,10.25,0.000429836,0.868790102,0.131209898
0.219440058,10.26,0.000428595,0.869218697,0.130781303
0.218806405,10.27,0.000427357,0.869646054,0.130353946
0.218174477,10.28,0.000426123,0.870072178,0.129927822
0.217544276,10.29,0.000424892,0.87049707,0.12950293
0.216915802,10.3,0.000423665,0.870920735,0.129079265
0.216287077,10.31,0.000422437,0.871343172,0.128656828
0.215660047,10.32,0.000421212,0.871764384,0.128235616
0.215034715,10.33,0.000419991,0.872184375,0.127815625
0.214411083,10.34,0.000418773,0.872603147,0.127396853
0.213789152,10.35,0.000417558,0.873020705,0.126979295
0.213168922,10.36,0.000416347,0.873437052,0.126562948
0.212550397,10.37,0.000415139,0.873852191,0.126147809
0.211933576,10.38,0.000413934,0.874266125,0.125733875
0.211318461,10.39,0.000412732,0.874678857,0.125321143
0.210705052,10.4,0.000411534,0.875090391,0.124909609
0.210091418,10.41,0.000410336,0.875500727,0.124499273
0.20947946,10.42,0.000409141,0.875909868,0.124090132
0.208869179,10.43,0.000407949,0.876317817,0.123682183
0.208260576,10.44,0.00040676,0.876724577,0.123275423
0.207653653,10.45,0.000405575,0.877130151,0.122869849
0.20704841,10.46,0.000404393,0.877534544,0.122465456
0.20644485,10.47,0.000403214,0.877937758,0.122062242
0.205842972,10.48,0.000402038,0.878339796,0.121660204
0.205242778,10.49,0.000400866,0.878740662,0.121259338
0.204644268,10.5,0.000399697,0.879140359,0.120859641
0.204045558,10.51,0.000398528,0.879538886,0.120461114
0.203448501,10.52,0.000397361,0.879936248,0.120063752
0.202853099,10.53,0.000396199,0.880332446,0.119667554
0.202259353,10.54,0.000395039,0.880727485,0.119272515
0.201667264,10.55,0.000393882,0.881121367,0.118878633
0.201076834,10.56,0.000392729,0.881514097,0.118485903
0.200488062,10.57,0.000391579,0.881905676,0.118094324
0.19990095,10.58,0.000390433,0.882296109,0.117703891
0.199315498,10.59,0.000389289,0.882685398,0.117314602
0.198731708,10.6,0.000388149,0.883073547,0.116926453
0.198147738,10.61,0.000387008,0.883460555,0.116539445
0.1975654,10.62,0.000385871,0.883846426,0.116153574
0.196984693,10.63,0.000384737,0.884231163,0.115768837
0.196405619,10.64,0.000383606,0.884614769,0.115385231
0.195828179,10.65,0.000382478,0.884997247,0.115002753
0.195252372,10.66,0.000381353,0.8853786,0.1146214
0.194678201,10.67,0.000380232,0.885758832,0.114241168
0.194105665,10.68,0.000379114,0.886137945,0.113862055
0.193534765,10.69,0.000377999,0.886515944,0.113484056
0.192965501,10.7,0.000376887,0.886892831,0.113107169
0.19239608,10.71,0.000375775,0.887268605,0.112731395
0.191828265,10.72,0.000374666,0.887643271,0.112356729
0.191262058,10.73,0.00037356,0.888016831,0.111983169
0.190697459,10.74,0.000372457,0.888389288,0.111610712
0.190134469,10.75,0.000371357,0.888760645,0.111239355
0.189573089,10.76,0.000370261,0.889130906,0.110869094
0.189013318,10.77,0.000369168,0.889500074,0.110499926
0.188455157,10.78,0.000368077,0.889868151,0.110131849
0.187898607,10.79,0.00036699,0.890235142,0.109764858
0.187343668,10.8,0.000365907,0.890601048,0.109398952
0.186788591,10.81,0.000364822,0.890965871,0.109034129
0.186235095,10.82,0.000363741,0.891329612,0.108670388
0.185683181,10.83,0.000362663,0.891692275,0.108307725
0.18513285,10.84,0.000361589,0.892053864,0.107946136
0.184584103,10.85,0.000360517,0.892414381,0.107585619
0.184036939,10.86,0.000359448,0.892773829,0.107226171
0.183491359,10.87,0.000358383,0.893132212,0.106867788
0.182947364,10.88,0.00035732,0.893489532,0.106510468
0.182404953,10.89,0.000356261,0.893845792,0.106154208
0.181864127,10.9,0.000355204,0.894200997,0.105799003
0.181323179,10.91,0.000354148,0.894555144,0.105444856
0.180783787,10.92,0.000353094,0.894908239,0.105091761
0.180245952,10.93,0.000352044,0.895260282,0.104739718
0.179709674,10.94,0.000350996,0.895611279,0.104388721
0.179174952,10.95,0.000349952,0.895961231,0.104038769
0.178641788,10.96,0.000348911,0.896310142,0.103689858
0.178110181,10.97,0.000347872,0.896658014,0.103341986
0.177580132,10.98,0.000346837,0.897004851,0.102995149
0.17705164,10.99,0.000345805,0.897350656,0.102649344
0.176524706,11,0.000344776,0.897695432,0.102304568
0.175997667,11.01,0.000343746,0.898039178,0.101960822
0.175472157,11.02,0.00034272,0.898381898,0.101618102
0.174948177,11.03,0.000341697,0.898723595,0.101276405
0.174425727,11.04,0.000340676,0.899064271,0.100935729
0.173904807,11.05,0.000339659,0.89940393,0.10059607
0.173385417,11.06,0.000338644,0.899742574,0.100257426
0.172867558,11.07,0.000337633,0.900080207,0.099919793
0.172351228,11.08,0.000336624,0.900416831,0.099583169
0.171836429,11.09,0.000335619,0.90075245,0.09924755
0.17132316,11.1,0.000334616,0.901087067,0.098912933
0.1708098,11.11,0.000333614,0.90142068,0.09857932
0.170297942,11.12,0.000332614,0.901753295,0.098246705
0.169787587,11.13,0.000331617,0.902084912,0.097915088
0.169278735,11.14,0.000330623,0.902415535,0.097584465
0.168771385,11.15,0.000329633,0.902745168,0.097254832
0.168265538,11.16,0.000328645,0.903073812,0.096926188
0.167761193,11.17,0.000327659,0.903401472,0.096598528
0.167258351,11.18,0.000326677,0.903728149,0.096271851
0.166757011,11.19,0.000325698,0.904053847,0.095946153
0.166257172,11.2,0.000324722,0.904378569,0.095621431
0.165757257,11.21,0.000323746,0.904702315,0.095297685
0.165258816,11.22,0.000322772,0.905025087,0.094974913
0.16476185,11.23,0.000321801,0.905346888,0.094653112
0.164266358,11.24,0.000320834,0.905667722,0.094332278
0.163772342,11.25,0.000319869,0.90598759,0.09401241
0.1632798,11.26,0.000318907,0.906306497,0.093693503
0.162788732,11.27,0.000317948,0.906624445,0.093375555
0.162299138,11.28,0.000316991,0.906941436,0.093058564
0.161811019,11.29,0.000316038,0.907257474,0.092742526
0.161324372,11.3,0.000315088,0.907572562,0.092427438
0.16083766,11.31,0.000314137,0.907886698,0.092113302
0.160352395,11.32,0.000313189,0.908199888,0.091800112
0.159868577,11.33,0.000312244,0.908512132,0.091487868
0.159386205,11.34,0.000311302,0.908823434,0.091176566
0.15890528,11.35,0.000310363,0.909133797,0.090866203
0.158425801,11.36,0.000309426,0.909443223,0.090556777
0.157947768,11.37,0.000308493,0.909751715,0.090248285
0.15747118,11.38,0.000307562,0.910059277,0.089940723
0.156996037,11.39,0.000306634,0.910365911,0.089634089
0.156522339,11.4,0.000305709,0.910671619,0.089328381
0.156048586,11.41,0.000304783,0.910976403,0.089023597
0.155576252,11.42,0.000303861,0.911280263,0.088719737
0.155105336,11.43,0.000302941,0.911583204,0.088416796
0.154635839,11.44,0.000302024,0.911885228,0.088114772
0.154167759,11.45,0.00030111,0.912186338,0.087813662
0.153701097,11.46,0.000300198,0.912486536,0.087513464
0.153235852,11.47,0.00029929,0.912785826,0.087214174
0.152772023,11.48,0.000298384,0.913084209,0.086915791
0.152309611,11.49,0.000297481,0.91338169,0.08661831
0.151848614,11.5,0.00029658,0.91367827,0.08632173
0.151387572,11.51,0.00029568,0.91397395,0.08602605
0.15092792,11.52,0.000294782,0.914268732,0.085731268
0.150469658,11.53,0.000293887,0.914562618,0.085437382
0.150012786,11.54,0.000292995,0.914855613,0.085144387
0.149557302,11.55,0.000292105,0.915147718,0.084852282
0.149103207,11.56,0.000291218,0.915438936,0.084561064
0.148650501,11.57,0.000290334,0.91572927,0.08427073
0.148199182,11.58,0.000289452,0.916018722,0.083981278
0.14774925,11.59,0.000288574,0.916307295,0.083692705
0.147300704,11.6,0.000287697,0.916594993,0.083405007
0.146852122,11.61,0.000286821,0.916881814,0.083118186
0.146404901,11.62,0.000285948,0.917167762,0.082832238
0.145959042,11.63,0.000285077,0.917452839,0.082547161
0.145514543,11.64,0.000284209,0.917737048,0.082262952
0.145071404,11.65,0.000283343,0.918020391,0.081979609
0.144629625,11.66,0.000282481,0.918302872,0.081697128
0.144189206,11.67,0.00028162,0.918584492,0.081415508
0.143750144,11.68,0.000280763,0.918865255,0.081134745
0.143312441,11.69,0.000279908,0.919145163,0.080854837
0.142876094,11.7,0.000279056,0.919424218,0.080575782
0.142439719,11.71,0.000278203,0.919702422,0.080297578
0.142004676,11.72,0.000277354,0.919979775,0.080020225
0.141570966,11.73,0.000276507,0.920256282,0.079743718
0.141138588,11.74,0.000275662,0.920531944,0.079468056
0.140707541,11.75,0.00027482,0.920806764,0.079193236
0.140277824,11.76,0.000273981,0.921080745,0.078919255
0.139849437,11.77,0.000273144,0.921353889,0.078646111
0.13942238,11.78,0.00027231,0.921626199,0.078373801
0.138996651,11.79,0.000271479,0.921897678,0.078102322
0.138572251,11.8,0.00027065,0.922168327,0.077831673
0.138147828,11.81,0.000269821,0.922438148,0.077561852
0.137724709,11.82,0.000268994,0.922707142,0.077292858
0.137302893,11.83,0.00026817,0.922975313,0.077024687
0.136882381,11.84,0.000267349,0.923242662,0.076757338
0.13646317,11.85,0.00026653,0.923509192,0.076490808
0.136045261,11.86,0.000265714,0.923774906,0.076225094
0.135628653,11.87,0.0002649,0.924039807,0.075960193
0.135213346,11.88,0.000264089,0.924303896,0.075696104
0.134799337,11.89,0.000263281,0.924567177,0.075432823
0.134386628,11.9,0.000262475,0.924829651,0.075170349
0.133973902,11.91,0.000261668,0.92509132,0.07490868
0.133562451,11.92,0.000260865,0.925352185,0.074647815
0.133152275,11.93,0.000260064,0.925612249,0.074387751
0.132743373,11.94,0.000259265,0.925871514,0.074128486
0.132335745,11.95,0.000258469,0.926129983,0.073870017
0.131929389,11.96,0.000257675,0.926387658,0.073612342
0.131524305,11.97,0.000256884,0.926644542,0.073355458
0.131120492,11.98,0.000256095,0.926900637,0.073099363
0.130717949,11.99,0.000255309,0.927155947,0.072844053
0.130316676,12,0.000254525,0.927410472,0.072589528
0.129915391,12.01,0.000253742,0.927664214,0.072335786
0.129515354,12.02,0.00025296,0.927917174,0.072082826
0.129116562,12.03,0.000252181,0.928169356,0.071830644
0.128719015,12.04,0.000251405,0.928420761,0.071579239
0.128322713,12.05,0.000250631,0.928671392,0.071328608
0.127927655,12.06,0.000249859,0.928921251,0.071078749
0.12753384,12.07,0.00024909,0.929170341,0.070829659
0.127141267,12.08,0.000248323,0.929418665,0.070581335
0.126749935,12.09,0.000247559,0.929666224,0.070333776
0.126359843,12.1,0.000246797,0.929913021,0.070086979
0.125969745,12.11,0.000246035,0.930159056,0.069840944
0.125580865,12.12,0.000245276,0.930404332,0.069595668
0.125193203,12.13,0.000244519,0.930648851,0.069351149
0.124806757,12.14,0.000243764,0.930892615,0.069107385
0.124421527,12.15,0.000243011,0.931135626,0.068864374
0.124037512,12.16,0.000242261,0.931377887,0.068622113
0.123654711,12.17,0.000241514,0.931619401,0.068380599
0.123273124,12.18,0.000240768,0.93186017,0.06813983
0.122892749,12.19,0.000240026,0.932100195,0.067899805
0.122513585,12.2,0.000239285,0.93233948,0.06766052
0.122134419,12.21,0.000238544,0.932578025,0.067421975
0.121756443,12.22,0.000237806,0.932815831,0.067184169
0.121379655,12.23,0.00023707,0.933052901,0.066947099
0.121004056,12.24,0.000236337,0.933289238,0.066710762
0.120629644,12.25,0.000235605,0.933524843,0.066475157
0.120256419,12.26,0.000234876,0.93375972,0.06624028
0.119884379,12.27,0.00023415,0.93399387,0.06600613
0.119513524,12.28,0.000233425,0.934227295,0.065772705
0.119143853,12.29,0.000232703,0.934459998,0.065540002
0.118775365,12.3,0.000231984,0.934691982,0.065308018
0.118406877,12.31,0.000231264,0.934923246,0.065076754
0.118039551,12.32,0.000230547,0.935153793,0.064846207
0.117673386,12.33,0.000229831,0.935383624,0.064616376
0.11730838,12.34,0.000229119,0.935612743,0.064387257
0.116944534,12.35,0.000228408,0.935841151,0.064158849
0.116581846,12.36,0.0002277,0.93606885,0.06393115
0.116220316,12.37,0.000226993,0.936295844,0.063704156
0.115859942,12.38,0.00022629,0.936522133,0.063477867
0.115500723,12.39,0.000225588,0.936747721,0.063252279
0.115142659,12.4,0.000224889,0.93697261,0.06302739
0.114784598,12.41,0.000224189,0.937196799,0.062803201
0.114427671,12.42,0.000223492,0.937420291,0.062579709
0.114071877,12.43,0.000222797,0.937643089,0.062356911
0.113717214,12.44,0.000222105,0.937865193,0.062134807
0.113363683,12.45,0.000221414,0.938086607,0.061913393
0.113011282,12.46,0.000220726,0.938307333,0.061692667
0.112660011,12.47,0.00022004,0.938527373,0.061472627
0.112309868,12.48,0.000219356,0.938746728,0.061253272
0.111960852,12.49,0.000218674,0.938965403,0.061034597
0.111612962,12.5,0.000217995,0.939183397,0.060816603
0.111265078,12.51,0.000217315,0.939400712,0.060599288
0.1109183,12.52,0.000216638,0.93961735,0.06038265
0.110572628,12.53,0.000215963,0.939833313,0.060166687
0.11022806,12.54,0.00021529,0.940048603,0.059951397
0.109884595,12.55,0.000214619,0.940263222,0.059736778
0.109542233,12.56,0.00021395,0.940477172,0.059522828
0.109200972,12.57,0.000213284,0.940690456,0.059309544
0.108860812,12.58,0.000212619,0.940903075,0.059096925
0.108521752,12.59,0.000211957,0.941115032,0.058884968
0.10818379,12.6,0.000211297,0.941326329,0.058673671
0.107845835,12.61,0.000210637,0.941536966,0.058463034
0.10750896,12.62,0.000209979,0.941746945,0.058253055
0.107173162,12.63,0.000209323,0.941956268,0.058043732
0.106838441,12.64,0.000208669,0.942164938,0.057835062
0.106504796,12.65,0.000208018,0.942372956,0.057627044
0.106172227,12.66,0.000207368,0.942580324,0.057419676
0.105840732,12.67,0.000206721,0.942787044,0.057212956
0.105510309,12.68,0.000206075,0.94299312,0.05700688
0.10518096,12.69,0.000205432,0.943198552,0.056801448
0.104852681,12.7,0.000204791,0.943403343,0.056596657
0.104524411,12.71,0.00020415,0.943607493,0.056392507
0.104197192,12.72,0.000203511,0.943811003,0.056188997
0.103871025,12.73,0.000202874,0.944013877,0.055986123
0.103545908,12.74,0.000202239,0.944216116,0.055783884
0.103221839,12.75,0.000201606,0.944417721,0.055582279
0.102898819,12.76,0.000200975,0.944618696,0.055381304
0.102576846,12.77,0.000200346,0.944819042,0.055180958
0.10225592,12.78,0.000199719,0.945018761,0.054981239
0.101936038,12.79,0.000199094,0.945217856,0.054782144
0.1016172,12.8,0.000198472,0.945416327,0.054583673
0.101298373,12.81,0.000197849,0.945614176,0.054385824
0.10098057,12.82,0.000197228,0.945811404,0.054188596
0.100663792,12.83,0.00019661,0.946008014,0.053991986
0.100348037,12.84,0.000195993,0.946204007,0.053795993
0.100033304,12.85,0.000195378,0.946399385,0.053600615
0.099719593,12.86,0.000194765,0.94659415,0.05340585
0.099406903,12.87,0.000194155,0.946788305,0.053211695
0.099095232,12.88,0.000193546,0.946981851,0.053018149
0.098784579,12.89,0.000192939,0.94717479,0.05282521
0.098474944,12.9,0.000192334,0.947367124,0.052632876
0.098165319,12.91,0.00019173,0.947558854,0.052441146
0.097856693,12.92,0.000191127,0.947749981,0.052250019
0.097549066,12.93,0.000190526,0.947940507,0.052059493
0.097242435,12.94,0.000189927,0.948130434,0.051869566
0.096936801,12.95,0.00018933,0.948319764,0.051680236
0.096632162,12.96,0.000188735,0.948508499,0.051491501
0.096328517,12.97,0.000188142,0.948696641,0.051303359
0.096025865,12.98,0.000187551,0.948884193,0.051115807
0.095724206,12.99,0.000186962,0.949071154,0.050928846
0.095423538,13,0.000186375,0.949257529,0.050742471
0.09512288,13.01,0.000185787,0.949443316,0.050556684
0.094823196,13.02,0.000185202,0.949628518,0.050371482
0.094524483,13.03,0.000184619,0.949813137,0.050186863
0.094226743,13.04,0.000184037,0.949997174,0.050002826
0.093929972,13.05,0.000183457,0.950180632,0.049819368
0.093634171,13.06,0.00018288,0.950363511,0.049636489
0.093339339,13.07,0.000182304,0.950545815,0.049454185
0.093045473,13.08,0.00018173,0.950727545,0.049272455
0.092752575,13.09,0.000181158,0.950908703,0.049091297
0.092460641,13.1,0.000180588,0.951089291,0.048910709
0.092168718,13.11,0.000180018,0.951269308,0.048730692
0.091877743,13.12,0.000179449,0.951448757,0.048551243
0.091587715,13.13,0.000178883,0.95162764,0.04837236
0.091298633,13.14,0.000178318,0.951805958,0.048194042
0.091010495,13.15,0.000177755,0.951983714,0.048016286
0.090723302,13.16,0.000177194,0.952160908,0.047839092
0.090437052,13.17,0.000176635,0.952337543,0.047662457
0.090151744,13.18,0.000176078,0.952513622,0.047486378
0.089867376,13.19,0.000175523,0.952689144,0.047310856
0.089583949,13.2,0.000174969,0.952864113,0.047135887
0.089300532,13.21,0.000174416,0.953038529,0.046961471
0.089018038,13.22,0.000173864,0.953212393,0.046787607
0.088736466,13.23,0.000173314,0.953385707,0.046614293
0.088455815,13.24,0.000172766,0.953558472,0.046441528
0.088176084,13.25,0.000172219,0.953730692,0.046269308
0.087897272,13.26,0.000171675,0.953902367,0.046097633
0.087619378,13.27,0.000171132,0.954073499,0.045926501
0.087342401,13.28,0.000170591,0.95424409,0.04575591
0.08706634,13.29,0.000170052,0.954414142,0.045585858
0.086791194,13.3,0.000169515,0.954583656,0.045416344
0.086516057,13.31,0.000168977,0.954752633,0.045247367
0.08624182,13.32,0.000168442,0.954921075,0.045078925
0.08596848,13.33,0.000167908,0.955088982,0.044911018
0.085696036,13.34,0.000167376,0.955256358,0.044743642
0.085424488,13.35,0.000166845,0.955423203,0.044576797
0.085153834,13.36,0.000166317,0.95558952,0.04441048
0.084884074,13.37,0.00016579,0.955755309,0.044244691
0.084615206,13.38,0.000165265,0.955920574,0.044079426
0.08434723,13.39,0.000164741,0.956085315,0.043914685
0.084080144,13.4,0.000164219,0.956249534,0.043750466
0.083813068,13.41,0.000163698,0.956413232,0.043586768
0.083546866,13.42,0.000163178,0.95657641,0.04342359
0.083281537,13.43,0.00016266,0.95673907,0.04326093
0.083017081,13.44,0.000162143,0.956901213,0.043098787
0.082753496,13.45,0.000161628,0.957062841,0.042937159
0.082490782,13.46,0.000161115,0.957223957,0.042776043
0.082228937,13.47,0.000160604,0.95738456,0.04261544
0.081967961,13.48,0.000160094,0.957544655,0.042455345
0.081707852,13.49,0.000159586,0.957704241,0.042295759
0.08144861,13.5,0.00015908,0.95786332,0.04213668
0.081189376,13.51,0.000158573,0.958021894,0.041978106
0.080930993,13.52,0.000158069,0.958179963,0.041820037
0.08067346,13.53,0.000157566,0.958337528,0.041662472
0.080416775,13.54,0.000157064,0.958494593,0.041505407
0.080160939,13.55,0.000156565,0.958651158,0.041348842
0.079905949,13.56,0.000156067,0.958807224,0.041192776
0.079651806,13.57,0.00015557,0.958962795,0.041037205
0.079398507,13.58,0.000155076,0.95911787,0.04088213
0.079146052,13.59,0.000154583,0.959272453,0.040727547
0.07889444,13.6,0.000154091,0.959426544,0.040573456
0.078642836,13.61,0.0001536,0.959580144,0.040419856
0.078392059,13.62,0.00015311,0.959733254,0.040266746
0.078142109,13.63,0.000152622,0.959885875,0.040114125
0.077892985,13.64,0.000152135,0.96003801,0.03996199
0.077644685,13.65,0.00015165,0.960189661,0.039810339
0.077397209,13.66,0.000151167,0.960340828,0.039659172
0.077150556,13.67,0.000150685,0.960491513,0.039508487
0.076904725,13.68,0.000150205,0.960641718,0.039358282
0.076659715,13.69,0.000149726,0.960791444,0.039208556
0.076415525,13.7,0.000149249,0.960940693,0.039059307
0.076171341,13.71,0.000148773,0.961089466,0.038910534
0.075927962,13.72,0.000148297,0.961237763,0.038762237
0.075685387,13.73,0.000147823,0.961385587,0.038614413
0.075443615,13.74,0.000147351,0.961532938,0.038467062
0.075202645,13.75,0.000146881,0.961679818,0.038320182
0.074962477,13.76,0.000146411,0.96182623,0.03817377
0.074723109,13.77,0.000145944,0.961972174,0.038027826
0.07448454,13.78,0.000145478,0.962117652,0.037882348
0.074246769,13.79,0.000145014,0.962262665,0.037737335
0.074009795,13.8,0.000144551,0.962407216,0.037592784
0.073772827,13.81,0.000144088,0.962551304,0.037448696
0.073536642,13.82,0.000143627,0.962694931,0.037305069
0.073301238,13.83,0.000143167,0.962838098,0.037161902
0.073066616,13.84,0.000142709,0.962980806,0.037019194
0.072832773,13.85,0.000142252,0.963123058,0.036876942
0.07259971,13.86,0.000141797,0.963264855,0.036735145
0.072367424,13.87,0.000141343,0.963406198,0.036593802
0.072135916,13.88,0.000140891,0.963547089,0.036452911
0.071905184,13.89,0.00014044,0.963687529,0.036312471
0.071675227,13.9,0.000139991,0.96382752,0.03617248
0.071445274,13.91,0.000139542,0.963967062,0.036032938
0.071216082,13.92,0.000139094,0.964106156,0.035893844
0.07098765,13.93,0.000138648,0.964244804,0.035755196
0.070759978,13.94,0.000138203,0.964383008,0.035616992
0.070533063,13.95,0.00013776,0.964520768,0.035479232
0.070306907,13.96,0.000137319,0.964658087,0.035341913
0.070081506,13.97,0.000136878,0.964794965,0.035205035
0.069856862,13.98,0.00013644,0.964931404,0.035068596
0.069632971,13.99,0.000136002,0.965067407,0.034932593
0.069409834,14,0.000135566,0.965202973,0.034797027
0.069186701,14.01,0.000135131,0.965338104,0.034661896
0.068964306,14.02,0.000134696,0.9654728,0.0345272
0.068742651,14.03,0.000134263,0.965607063,0.034392937
0.068521734,14.04,0.000133832,0.965740895,0.034259105
0.068301554,14.05,0.000133402,0.965874297,0.034125703
0.06808211,14.06,0.000132973,0.96600727,0.03399273
0.067863402,14.07,0.000132546,0.966139816,0.033860184
0.067645428,14.08,0.00013212,0.966271937,0.033728063
0.067428187,14.09,0.000131696,0.966403633,0.033596367
0.067211678,14.1,0.000131273,0.966534906,0.033465094
0.066995172,14.11,0.00013085,0.966665756,0.033334244
0.066779384,14.12,0.000130429,0.966796185,0.033203815
0.066564314,14.13,0.000130009,0.966926194,0.033073806
0.066349962,14.14,0.00012959,0.967055784,0.032944216
0.066136326,14.15,0.000129173,0.967184957,0.032815043
0.065923405,14.16,0.000128757,0.967313714,0.032686286
0.065711199,14.17,0.000128343,0.967442056,0.032557944
0.065499707,14.18,0.000127929,0.967569986,0.032430014
0.065288928,14.19,0.000127518,0.967697504,0.032302496
0.065078861,14.2,0.000127107,0.967824611,0.032175389
0.064868793,14.21,0.000126697,0.967951308,0.032048692
0.064659424,14.22,0.000126288,0.968077597,0.031922403
0.064450753,14.23,0.000125881,0.968203477,0.031796523
0.06424278,14.24,0.000125475,0.968328952,0.031671048
0.064035502,14.25,0.00012507,0.968454022,0.031545978
0.06382892,14.26,0.000124666,0.968578688,0.031421312
0.063623032,14.27,0.000124264,0.968702952,0.031297048
0.063417838,14.28,0.000123863,0.968826815,0.031173185
0.063213336,14.29,0.000123464,0.968950279,0.031049721
0.063009526,14.3,0.000123066,0.969073345,0.030926655
0.062805714,14.31,0.000122668,0.969196013,0.030803987
0.062602582,14.32,0.000122271,0.969318284,0.030681716
0.062400127,14.33,0.000121876,0.969440159,0.030559841
0.06219835,14.34,0.000121481,0.969561641,0.030438359
0.06199725,14.35,0.000121089,0.969682729,0.030317271
0.061796825,14.36,0.000120697,0.969803427,0.030196573
0.061597074,14.37,0.000120307,0.969923734,0.030076266
0.061397998,14.38,0.000119918,0.970043652,0.029956348
0.061199594,14.39,0.000119531,0.970163183,0.029836817
0.061001863,14.4,0.000119145,0.970282327,0.029717673
0.060804128,14.41,0.000118758,0.970401086,0.029598914
0.060607053,14.42,0.000118373,0.970519459,0.029480541
0.060410637,14.43,0.00011799,0.970637449,0.029362551
0.060214879,14.44,0.000117608,0.970755057,0.029244943
0.060019778,14.45,0.000117226,0.970872283,0.029127717
0.059825334,14.46,0.000116847,0.97098913,0.02901087
0.059631545,14.47,0.000116468,0.971105598,0.028894402
0.05943841,14.48,0.000116091,0.971221689,0.028778311
0.059245929,14.49,0.000115715,0.971337404,0.028662596
0.059054102,14.5,0.00011534,0.971452744,0.028547256
0.058862269,14.51,0.000114966,0.97156771,0.02843229
0.058671077,14.52,0.000114592,0.971682302,0.028317698
0.058480526,14.53,0.00011422,0.971796522,0.028203478
0.058290613,14.54,0.000113849,0.971910371,0.028089629
0.058101339,14.55,0.000113479,0.972023851,0.027976149
0.057912703,14.56,0.000113111,0.972136962,0.027863038
0.057724703,14.57,0.000112744,0.972249706,0.027750294
0.057537339,14.58,0.000112378,0.972362084,0.027637916
0.057350611,14.59,0.000112013,0.972474097,0.027525903
0.057164516,14.6,0.00011165,0.972585747,0.027414253
0.056978415,14.61,0.000111286,0.972697033,0.027302967
0.056792937,14.62,0.000110924,0.972807957,0.027192043
0.05660808,14.63,0.000110563,0.97291852,0.02708148
0.056423844,14.64,0.000110203,0.973028723,0.026971277
0.056240228,14.65,0.000109844,0.973138568,0.026861432
0.056057231,14.66,0.000109487,0.973248055,0.026751945
0.055874853,14.67,0.000109131,0.973357186,0.026642814
0.055693093,14.68,0.000108776,0.973465961,0.026534039
0.055511949,14.69,0.000108422,0.973574383,0.026425617
0.055331421,14.7,0.000108069,0.973682453,0.026317547
0.055150886,14.71,0.000107717,0.97379017,0.02620983
0.054970954,14.72,0.000107365,0.973897535,0.026102465
0.054791627,14.73,0.000107015,0.97400455,0.02599545
0.054612903,14.74,0.000106666,0.974111217,0.025888783
0.054434781,14.75,0.000106318,0.974217535,0.025782465
0.05425726,14.76,0.000105971,0.974323506,0.025676494
0.05408034,14.77,0.000105626,0.974429132,0.025570868
0.053904019,14.78,0.000105282,0.974534414,0.025465586
0.053728298,14.79,0.000104938,0.974639352,0.025360648
0.053553175,14.8,0.000104596,0.974743948,0.025256052
0.053378042,14.81,0.000104254,0.974848203,0.025151797
0.053203497,14.82,0.000103913,0.974952116,0.025047884
0.053029538,14.83,0.000103574,0.97505569,0.02494431
